100635,1,94155,891.0346,68.1788,64.5548,16.0202,22.2064,5.0608,-5.0016,485.0083,30.9867,31.1078,7.4797,6.4711,2.616,-2.6036,14.7314,1.1988,0.98089,0.63185,29.6085,0.1018,-0.10175,0.388689,0.108079,0.57725,-0.081783,0.495703,0.201906,0.496124,0.094423,1.470652,0.173168,0.591575,-0.259306,0.346259,0.190892,0.332857,0.214111,0.369791,0.143737,0.270582,0.171429,0
100635,2,94117,891.0037,68.2124,64.5564,16.0393,22.2079,5.0775,-5.018,478.0232,24.8751,23.8671,8.2887,6.7501,2.7757,-2.7649,14.9317,1.1578,0.93897,0.63278,32.2761,0.10653,-0.1064,0.383744,0.105794,0.56837,-0.080101,0.488715,0.199138,0.488928,0.092607,1.463119,0.168619,0.582687,-0.254668,0.341734,0.187511,0.328315,0.210678,0.365013,0.140987,0.26775,0.168111,0
100635,3,80444,899.1047,65.3606,61.7417,16.0692,22.2528,5.0073,-4.958,457.037,11.7792,10.8051,4.2692,3.188,2.1717,-2.1675,15.7259,0.89082,0.69297,0.51479,18.1303,0.090471,-0.090124,0.327238,0.144323,0.579025,-0.109219,0.470944,0.279956,0.470712,0.126306,1.375498,0.226825,0.598586,-0.347328,0.269966,0.255732,0.251697,0.287277,0.301697,0.19231,0.169034,0.2293,0
100681,1,38129,859.1648,86.5809,86.7449,10.7475,27.1961,4.5383,-4.5002,425.9238,20.3206,19.0366,7.6638,6.1978,2.74,-2.7418,16.1584,1.6466,1.5228,0.62493,39.0266,0.11139,-0.11168,0.396981,0.033685,0.456343,-0.0259,0.430353,0.073374,0.430568,0.029719,1.487949,0.050478,0.460596,-0.0816,0.383398,0.06007,0.37902,0.067637,0.390934,0.045031,0.359752,0.0538,0
100681,2,15647,882.6528,139.6154,166.1689,13.2981,30.8619,5.3571,-5.2721,437.6908,38.0923,41.0879,7.5814,6.2638,2.5472,-2.539,16.1684,2.1935,1.8987,0.92769,81.9215,0.11329,-0.11296,0.365918,0.081379,0.505923,-0.059194,0.444796,0.14501,0.447275,0.07144,1.431335,0.134878,0.520011,-0.197491,0.333129,0.145444,0.324406,0.161249,0.35067,0.10977,0.275523,0.130485,0
100681,3,3595,939.1664,50.1558,48.0012,11.2632,22.0552,4.1074,-4.3358,401.9528,8.1466,6.0375,5.2814,4.0123,2.3208,-2.3413,18.6867,0.8159,0.51201,0.59061,38.6559,0.10459,-0.11042,0.259143,0.150899,0.544287,-0.134522,0.409924,0.355803,0.409906,0.142596,1.281521,0.225349,0.552797,-0.388402,0.185457,0.285786,0.157743,0.331023,0.226915,0.207702,0.078355,0.25179,0
100682,1,105319,819.4755,73.4928,72.4002,11.7685,24.3512,5.2483,-5.2446,405.5158,16.4391,15.7745,6.2448,3.5256,2.5284,-2.5198,16.1862,1.5086,1.2098,0.80776,27.1511,0.11491,-0.11571,0.370816,0.042339,0.440392,-0.028396,0.412574,0.089193,0.412562,0.034838,1.449057,0.0625,0.448189,-0.096637,0.356724,0.0712,0.352772,0.078345,0.364468,0.054947,0.327677,0.06461,0
100682,2,105280,819.58,73.4611,72.372,11.8693,25.0131,5.2518,-5.2649,400.3108,11.4398,10.652,4.0386,3.4736,2.1902,-2.1771,16.3587,1.128,0.87457,0.66245,20.0686,0.10667,-0.10696,0.284904,0.140797,0.515231,-0.093581,0.424219,0.289027,0.42364,0.115424,1.320222,0.21004,0.541882,-0.320629,0.23838,0.236279,0.225378,0.259819,0.263921,0.182552,0.141996,0.214402,0
100682,3,93710,824.1505,72.6426,71.4566,11.8106,23.5689,5.2856,-5.2967,436.6344,50.8598,51.8492,8.1997,14.7019,2.5844,-2.5702,15.209,1.4487,1.1224,0.84809,50.166,0.1096,-0.10992,0.141963,0.357521,0.72351,-0.234934,0.493751,0.658757,0.493942,0.291602,1.087901,0.560073,0.793154,-0.811141,0.025277,0.597842,-0.007042,0.656544,0.089262,0.462766,-0.218888,0.542733,0
100683,1,104703,823.4889,71.8697,71.0194,13.1118,23.9431,4.3069,-4.3106,439.409,37.8497,37.7719,7.4263,9.356,2.534,-2.5242,15.072,1.55,1.3097,0.74352,43.2836,0.10045,-0.10025,0.330361,0.132424,0.553192,-0.093089,0.461689,0.268888,0.461441,0.111563,1.387551,0.200805,0.57498,-0.308202,0.283328,0.226996,0.269483,0.25162,0.30927,0.173507,0.191691,0.205182,0
100683,2,4450,590.3767,202.8145,248.45,22.5491,23.4211,6.5874,-6.3544,360.5982,36.3912,37.0646,7.9416,17.3828,1.9307,-1.8897,12.8441,2.9618,1.8425,1.942,117.1053,0.11806,-0.11502,0.278635,0.14295,0.450136,-0.048999,0.410379,0.23109,0.41039,0.085804,1.315915,0.207959,0.510896,-0.2645,0.2586,0.197972,0.255411,0.205657,0.269134,0.168536,0.177407,0.179893,0
100683,3,5686,898.1694,146.2462,158.3113,22.4911,35.5375,7.5149,-7.4977,422.5877,25.51,23.1281,9.2909,8.5762,2.9314,-2.9977,16.9887,2.4308,1.5636,1.7327,50.7679,0.14303,-0.14193,0.380007,0.047581,0.478884,-0.049858,0.42728,0.110955,0.428361,0.049615,1.45961,0.074633,0.478172,-0.135429,0.350106,0.099619,0.337155,0.120202,0.367,0.069187,0.315962,0.08516,0
