859.16,86.581,86.745,10.748,27.196,4.5383,-4.5002,425.92,20.321,19.037,7.6638,6.1978,2.74,-2.7418,16.158,1.6466,1.5228,0.62493,39.027,0.11139,-0.11168,0.39698,0.033685,0.45634,-0.0259,0.43035,0.073374,0.43057,0.029719,1.4879,0.050478,0.4606,-0.0816,0.3834,0.06007,0.37902,0.067637,0.39093,0.045031,0.35975,0.0538,0
882.65,139.62,166.17,13.298,30.862,5.3571,-5.2721,437.69,38.092,41.088,7.5814,6.2638,2.5472,-2.539,16.168,2.1935,1.8987,0.92769,81.921,0.11329,-0.11296,0.36592,0.081379,0.50592,-0.059194,0.4448,0.14501,0.44727,0.07144,1.4313,0.13488,0.52001,-0.19749,0.33313,0.14544,0.32441,0.16125,0.35067,0.10977,0.27552,0.13048,0
939.17,50.156,48.001,11.263,22.055,4.1074,-4.3358,401.95,8.1466,6.0375,5.2814,4.0123,2.3208,-2.3413,18.687,0.8159,0.51201,0.59061,38.656,0.10459,-0.11042,0.25914,0.1509,0.54429,-0.13452,0.40992,0.3558,0.40991,0.1426,1.2815,0.22535,0.5528,-0.3884,0.18546,0.28579,0.15774,0.33102,0.22692,0.2077,0.078355,0.25179,0
819.48,73.493,72.4,11.769,24.351,5.2483,-5.2446,405.52,16.439,15.775,6.2448,3.5256,2.5284,-2.5198,16.186,1.5086,1.2098,0.80776,27.151,0.11491,-0.11571,0.37082,0.042339,0.44039,-0.028396,0.41257,0.089193,0.41256,0.034838,1.4491,0.0625,0.44819,-0.096637,0.35672,0.0712,0.35277,0.078345,0.36447,0.054947,0.32768,0.06461,0
819.58,73.461,72.372,11.869,25.013,5.2518,-5.2649,400.31,11.44,10.652,4.0386,3.4736,2.1902,-2.1771,16.359,1.128,0.87457,0.66245,20.069,0.10667,-0.10696,0.2849,0.1408,0.51523,-0.093581,0.42422,0.28903,0.42364,0.11542,1.3202,0.21004,0.54188,-0.32063,0.23838,0.23628,0.22538,0.25982,0.26392,0.18255,0.142,0.2144,0
824.15,72.643,71.457,11.811,23.569,5.2856,-5.2967,436.63,50.86,51.849,8.1997,14.702,2.5844,-2.5702,15.209,1.4487,1.1224,0.84809,50.166,0.1096,-0.10992,0.14196,0.35752,0.72351,-0.23493,0.49375,0.65876,0.49394,0.2916,1.0879,0.56007,0.79315,-0.81114,0.025277,0.59784,-0.007042,0.65654,0.089262,0.46277,-0.21889,0.54273,0
823.49,71.87,71.019,13.112,23.943,4.3069,-4.3106,439.41,37.85,37.772,7.4263,9.356,2.534,-2.5242,15.072,1.55,1.3097,0.74352,43.284,0.10045,-0.10025,0.33036,0.13242,0.55319,-0.093089,0.46169,0.26889,0.46144,0.11156,1.3876,0.20081,0.57498,-0.3082,0.28333,0.227,0.26948,0.25162,0.30927,0.17351,0.19169,0.20518,0
590.38,202.81,248.45,22.549,23.421,6.5874,-6.3544,360.6,36.391,37.065,7.9416,17.383,1.9307,-1.8897,12.844,2.9618,1.8425,1.942,117.11,0.11806,-0.11502,0.27864,0.14295,0.45014,-0.048999,0.41038,0.23109,0.41039,0.085804,1.3159,0.20796,0.5109,-0.2645,0.2586,0.19797,0.25541,0.20566,0.26913,0.16854,0.17741,0.17989,0
898.17,146.25,158.31,22.491,35.538,7.5149,-7.4977,422.59,25.51,23.128,9.2909,8.5762,2.9314,-2.9977,16.989,2.4308,1.5636,1.7327,50.768,0.14303,-0.14193,0.38001,0.047581,0.47888,-0.049858,0.42728,0.11096,0.42836,0.049615,1.4596,0.074633,0.47817,-0.13543,0.35011,0.099619,0.33715,0.1202,0.367,0.069187,0.31596,0.08516,0
961.87,155.83,145.56,17.909,53.109,6.6891,-6.6406,417.87,26.265,24.319,7.0922,9.0859,2.7038,-2.6962,18.344,2.3089,1.9273,0.96651,95.085,0.14408,-0.14406,0.29678,0.12581,0.5217,-0.097308,0.42301,0.28128,0.42361,0.11285,1.3376,0.18876,0.53826,-0.31177,0.24318,0.22967,0.2253,0.26088,0.27277,0.17056,0.15481,0.20386,0
918.13,88.25,88.767,17.516,43.414,5.902,-5.7897,403.64,11.021,9.5016,5.8573,3.7534,2.4825,-2.4385,18.175,1.3968,1.1544,0.79739,88.13,0.13377,-0.13236,0.31139,0.10073,0.50153,-0.089021,0.41222,0.23373,0.41236,0.09525,1.3586,0.15148,0.50809,-0.26021,0.26198,0.19149,0.24343,0.22196,0.28969,0.13906,0.19053,0.16839,0
774.63,60.32,60.348,12.262,20.893,5.2327,-5.1651,392.67,37.527,37.613,6.2666,10.64,2.3373,-2.3058,15.871,1.4375,1.2088,0.69171,49.276,0.11825,-0.11855,0.15785,0.30332,0.62134,-0.17619,0.45721,0.60647,0.45264,0.23218,1.1365,0.44631,0.69451,-0.65375,0.075242,0.48244,0.055192,0.52053,0.12021,0.38276,-0.12637,0.44186,0
794.61,70.946,70.362,11.666,23.56,4.9925,-4.9638,399.69,12.586,11.751,4.6048,3.9687,2.2556,-2.2567,15.884,1.0477,0.8857,0.53603,20.122,0.10248,-0.10231,0.27283,0.15969,0.52583,-0.099518,0.43018,0.31685,0.42932,0.12682,1.302,0.23849,0.56023,-0.35453,0.22452,0.26143,0.21187,0.28488,0.25092,0.2045,0.11661,0.23828,0
804.08,96.946,108.2,13.083,24.856,5.2094,-5.2038,428.85,26.313,25.657,7.1846,7.4145,2.7802,-2.762,14.993,1.3905,1.1832,0.68684,54.869,0.11438,-0.11488,0.31685,0.1393,0.55093,-0.097202,0.45441,0.26783,0.45536,0.1188,1.3602,0.21871,0.57722,-0.33043,0.26445,0.24348,0.24907,0.27083,0.29291,0.18507,0.1678,0.21866,0
983.4,117.81,117.16,18.225,46.237,7.429,-7.3927,418.21,21.168,21.042,3.6185,5.8,2.0743,-2.0912,18.757,1.4426,1.259,0.67794,77.542,0.14,-0.13967,0.24952,0.17153,0.58747,-0.16436,0.42158,0.40347,0.42212,0.1695,1.2624,0.26152,0.59252,-0.46318,0.15444,0.34082,0.11554,0.40326,0.20802,0.24232,0.032566,0.29553,0
977.91,114.5,114.78,18.131,44.007,7.2516,-7.2103,410.21,21.84,21.6,5.1691,6.1374,2.3428,-2.3474,19.033,1.5437,1.3167,0.76327,105.03,0.15162,-0.15119,0.25858,0.15504,0.56319,-0.14786,0.41395,0.37009,0.41453,0.15278,1.278,0.23472,0.56809,-0.4174,0.17331,0.30713,0.13865,0.36283,0.22135,0.21868,0.063131,0.2666,0
887.82,128.86,142.79,12.505,18.384,3.7613,-3.7008,413.04,35.648,38.298,6.6138,3.487,2.2876,-2.2825,17.134,1.1592,0.97312,0.56775,22.073,0.078477,-0.078306,0.20999,0.22868,0.64409,-0.20209,0.43823,0.4929,0.44091,0.21982,1.1928,0.35993,0.66368,-0.60509,0.091303,0.44535,0.046415,0.51951,0.15725,0.32081,-0.070998,0.38824,1
770.33,118.34,109.45,9.802,27.29,3.9034,-3.871,427.92,63.094,62.711,7.3494,9.7262,2.4825,-2.4709,14.458,1.5647,1.3116,0.75392,31.134,0.089475,-0.089833,0.13949,0.37447,0.67585,-0.18592,0.50996,0.68125,0.5016,0.26925,1.106,0.55973,0.7906,-0.77813,0.051924,0.57648,0.032474,0.61592,0.09891,0.46555,-0.18745,0.52655,0
770.02,118.31,109.4,9.9436,27.321,3.9091,-3.8704,400.52,19.732,18.15,5.5128,3.5587,2.3919,-2.4064,15.315,1.8303,1.6469,0.56356,31.887,0.090736,-0.090319,0.29067,0.14268,0.495,-0.070816,0.43023,0.26579,0.42855,0.10226,1.331,0.21023,0.53809,-0.29506,0.25805,0.21851,0.25097,0.233,0.27557,0.17687,0.16679,0.20003,0
